,mean_fit_time,mean_score_time,mean_test_accuracy,mean_test_au_prc_macro,mean_test_au_prc_micro,mean_test_f1_macro,mean_test_f1_micro,mean_test_precision_macro,mean_test_precision_micro,param_classify,param_classify__hidden_layer_sizes,param_classify__learning_rate,param_classify__max_iter,param_classify__momentum,param_reduce_dim,param_reduce_dim__k,params,rank_test_accuracy,rank_test_au_prc_macro,rank_test_au_prc_micro,rank_test_f1_macro,rank_test_f1_micro,rank_test_precision_macro,rank_test_precision_micro,split0_test_accuracy,split0_test_au_prc_macro,split0_test_au_prc_micro,split0_test_f1_macro,split0_test_f1_micro,split0_test_precision_macro,split0_test_precision_micro,split1_test_accuracy,split1_test_au_prc_macro,split1_test_au_prc_micro,split1_test_f1_macro,split1_test_f1_micro,split1_test_precision_macro,split1_test_precision_micro,split2_test_accuracy,split2_test_au_prc_macro,split2_test_au_prc_micro,split2_test_f1_macro,split2_test_f1_micro,split2_test_precision_macro,split2_test_precision_micro,split3_test_accuracy,split3_test_au_prc_macro,split3_test_au_prc_micro,split3_test_f1_macro,split3_test_f1_micro,split3_test_precision_macro,split3_test_precision_micro,split4_test_accuracy,split4_test_au_prc_macro,split4_test_au_prc_micro,split4_test_f1_macro,split4_test_f1_micro,split4_test_precision_macro,split4_test_precision_micro,std_fit_time,std_score_time,std_test_accuracy,std_test_au_prc_macro,std_test_au_prc_micro,std_test_f1_macro,std_test_f1_micro,std_test_precision_macro,std_test_precision_micro
1,0.6567756175994873,0.01795358657836914,0.3805970149253731,0.5462670889251223,0.5462670889251223,0.25788616589853375,0.3805970149253731,0.2166912689300749,0.3805970149253731,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(2,)",constant,100000,0.01,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",5,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (2,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.01}",10,11,11,8,10,8,10,0.27586206896551724,0.5,0.5,0.14414414414414414,0.27586206896551724,0.09195402298850575,0.27586206896551724,0.6296296296296297,0.7296218487394958,0.7296218487394958,0.6454755815369625,0.6296296296296297,0.6556776556776557,0.6296296296296297,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.3126870222966297,0.007384895428258134,0.13232440745706409,0.09210478259664942,0.09210478259664942,0.19538993284463707,0.13232440745706409,0.22098471249496096,0.13232440745706409
37,0.12471475601196289,0.011670780181884766,0.29850746268656714,0.5436849366612316,0.5436849366612316,0.1541608125234113,0.29850746268656714,0.10835110163468374,0.29850746268656714,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.1,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",10,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.1}",58,12,12,60,58,55,58,0.3793103448275862,0.5,0.5,0.18333333333333332,0.3793103448275862,0.1264367816091954,0.3793103448275862,0.1111111111111111,0.7168067226890756,0.7168067226890756,0.08859840232389253,0.1111111111111111,0.08095238095238096,0.1111111111111111,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.0025096922945244847,0.0009754115382501428,0.10263696582950087,0.08696444248832776,0.08696444248832776,0.03642001341420289,0.10263696582950087,0.019372908991257567,0.10263696582950087
21,0.12571725845336915,0.01284041404724121,0.3880597014925373,0.5434906283365226,0.5434906283365226,0.26037171539805426,0.3880597014925373,0.24275903093229503,0.3880597014925373,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.1,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",5,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.1}",7,13,13,7,7,4,7,0.3793103448275862,0.5,0.5,0.18333333333333332,0.3793103448275862,0.1264367816091954,0.3793103448275862,0.5185185185185185,0.6499999999999999,0.6499999999999999,0.3924963924963925,0.5185185185185185,0.47826086956521735,0.5185185185185185,0.4230769230769231,0.5683747768113093,0.5683747768113093,0.4169934640522876,0.4230769230769231,0.4083333333333334,0.4230769230769231,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.012935549142269806,0.003235082266785245,0.08224529785574375,0.05957565150417971,0.05957565150417971,0.11765259129558879,0.08224529785574375,0.16466198911544458,0.08224529785574375
15,0.2929819583892822,0.01171412467956543,0.3805970149253731,0.5396630568959713,0.5396630568959713,0.2204591894780657,0.3805970149253731,0.18103323959910592,0.3805970149253731,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(2,)",constant,100000,0.9,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",5,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (2,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.9}",10,14,14,16,10,20,10,0.5172413793103449,0.6832706766917294,0.6832706766917294,0.4044117647058824,0.5172413793103449,0.4227053140096619,0.5172413793103449,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.2209995115340488,0.0004954350602737167,0.08186403354008971,0.07547130047014006,0.07547130047014006,0.09782822667512216,0.08186403354008971,0.12768185083551553,0.08186403354008971
41,0.26047167778015134,0.012684965133666992,0.35074626865671643,0.5367985371682059,0.5367985371682059,0.21488240796448047,0.35074626865671643,0.19886527507390586,0.35074626865671643,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.4,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",10,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.4}",28,15,15,21,28,12,28,0.3448275862068966,0.5,0.5,0.17094017094017097,0.3448275862068966,0.1149425287356322,0.3448275862068966,0.4074074074074074,0.5840336134453782,0.5840336134453782,0.36981947622679884,0.4074074074074074,0.4398148148148148,0.4074074074074074,0.23076923076923078,0.602388323750553,0.602388323750553,0.16239316239316237,0.23076923076923078,0.18357487922705315,0.23076923076923078,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.12078382551344716,0.001781498317207089,0.062390548557552605,0.04585655421925844,0.04585655421925844,0.07830471952911067,0.062390548557552605,0.12330902219697369,0.062390548557552605
55,0.1238396167755127,0.013026618957519531,0.39552238805970147,0.5329913711856552,0.5329913711856552,0.2504582310991442,0.39552238805970147,0.2166742675511332,0.39552238805970147,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(6,)",constant,100000,0.2,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",10,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (6,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.2}",6,16,16,9,6,9,6,0.5517241379310345,0.6510550365813523,0.6510550365813523,0.523931623931624,0.5517241379310345,0.5717592592592592,0.5517241379310345,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.34615384615384615,0.5015479876160991,0.5015479876160991,0.17647058823529413,0.34615384615384615,0.12,0.34615384615384615,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.0051680578752299625,0.002528132673986098,0.0826229156527992,0.06204979370149053,0.06204979370149053,0.1437582055865936,0.0826229156527992,0.186635255076937,0.0826229156527992
30,0.0071637630462646484,0.013322734832763672,0.35074626865671643,0.5305504762784925,0.5305504762784925,0.22150079206612394,0.35074626865671643,0.17761194029850746,0.35074626865671643,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.9,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",5,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.9}",28,17,17,15,28,23,28,0.27586206896551724,0.5,0.5,0.14414414414414414,0.27586206896551724,0.09195402298850575,0.27586206896551724,0.25925925925925924,0.5,0.5,0.1372549019607843,0.25925925925925924,0.08641975308641975,0.25925925925925924,0.46153846153846156,0.5881615804216423,0.5881615804216423,0.3557312252964427,0.46153846153846156,0.3076923076923077,0.46153846153846156,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.4230769230769231,0.5692908742444346,0.5692908742444346,0.3111111111111111,0.4230769230769231,0.3,0.4230769230769231,0.0018796100143719714,0.0017665587226722045,0.07937860568214655,0.038811589754564564,0.038811589754564564,0.090915643130085,0.07937860568214655,0.10101665841239825,0.07937860568214655
2,0.08168339729309082,0.016307592391967773,0.3208955223880597,0.5293490530540574,0.5293490530540574,0.15975319669349522,0.3208955223880597,0.10826303266277308,0.3208955223880597,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(2,)",constant,100000,0.05,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",5,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (2,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.05}",48,18,18,55,48,56,48,0.3793103448275862,0.5,0.5,0.18333333333333332,0.3793103448275862,0.1264367816091954,0.3793103448275862,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.15384615384615385,0.6512605042016807,0.6512605042016807,0.08888888888888889,0.15384615384615385,0.057971014492753624,0.15384615384615385,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.10787278970700324,0.004764885689195698,0.08302867155721241,0.059816265744601006,0.059816265744601006,0.035095241182422285,0.08302867155721241,0.025068558507195433,0.08302867155721241
49,0.12234325408935547,0.011416769027709961,0.3656716417910448,0.5217943412636067,0.5217943412636067,0.20623385891164642,0.3656716417910448,0.16028623118175356,0.3656716417910448,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(6,)",constant,100000,0.01,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",10,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (6,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.01}",17,19,19,25,17,30,17,0.4482758620689655,0.600704887218045,0.600704887218045,0.33868092691622104,0.4482758620689655,0.3268398268398269,0.4482758620689655,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.0018950528391934664,0.00043228989046629676,0.05856067837880533,0.04147051202756667,0.04147051202756667,0.07120022765638606,0.05856067837880533,0.08850533102412353,0.05856067837880533
29,0.15537662506103517,0.013075590133666992,0.3880597014925373,0.5214119822351881,0.5214119822351881,0.2356553017487476,0.3880597014925373,0.21108269839613128,0.3880597014925373,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.8,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",5,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.8}",7,20,20,10,7,10,7,0.41379310344827586,0.5499414571782993,0.5499414571782993,0.37407520016215673,0.41379310344827586,0.3627039627039627,0.41379310344827586,0.4074074074074074,0.5526260504201681,0.5526260504201681,0.24603174603174605,0.4074074074074074,0.3,0.4074074074074074,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.03423778689021328,0.0019852187984942538,0.023750342172108443,0.025285161330433004,0.025285161330433004,0.07718252643409365,0.023750342172108443,0.1049318943230695,0.023750342172108443
52,0.0075305461883544925,0.01335005760192871,0.31343283582089554,0.5214063106258476,0.5214063106258476,0.1571934225433968,0.31343283582089554,0.10628674807779286,0.31343283582089554,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(6,)",constant,100000,0.1,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",10,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (6,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.1}",50,21,21,57,50,58,50,0.3793103448275862,0.5,0.5,0.18333333333333332,0.3793103448275862,0.1264367816091954,0.3793103448275862,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.15384615384615385,0.6103248316870609,0.6103248316870609,0.09195402298850575,0.15384615384615385,0.06060606060606061,0.15384615384615385,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.0023578494916929402,0.002471096368883993,0.08886062533513166,0.04362817303334286,0.04362817303334286,0.035784221506793966,0.08886062533513166,0.02642869945146839,0.08886062533513166
17,0.173111629486084,0.016767406463623048,0.3656716417910448,0.5210428328833497,0.5210428328833497,0.21919982966706178,0.3656716417910448,0.16514155413409143,0.3656716417910448,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.01,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",5,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.01}",17,22,22,17,17,29,17,0.4827586206896552,0.6876409774436091,0.6876409774436091,0.4018817204301075,0.4827586206896552,0.3511904761904762,0.4827586206896552,0.25925925925925924,0.5,0.5,0.1372549019607843,0.25925925925925924,0.08641975308641975,0.25925925925925924,0.38461538461538464,0.39915966386554624,0.39915966386554624,0.19607843137254902,0.38461538461538464,0.1388888888888889,0.38461538461538464,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.03768157816622317,0.007306404497949408,0.07393261017980518,0.09565632493216975,0.09565632493216975,0.09779967960724786,0.07393261017980518,0.0991679018813222,0.07393261017980518
